clade_name,Li32124_S1,Li32125_S2,Li32126_S3,Li32127_S4,Li32128_S5,Li32129_S6,Li32130_S7,Li32131_S8,Li32132_S9,Li32133_S10,Li32134_S11,Li32135_S12,Li32136_S13,Li32137_S14,Li32138_S15,Li32139_S16,Li32140_S17,Li32141_S18,Li32142_S19,Li32143_S20,Li32144_S21,Li32145_S22,Li32146_S23,Li32147_S24,Li32148_S25,Li32149_S26,Li32150_S27,Li32151_S28,Li32152_S29,Li32153_S30,Li32154_S31,Li32155_S32,Li32156_S33,Li32157_S34,Li32158_S35,Li32159_S36,Li32160_S37,Li32161_S38,Li32162_S39,Li32163_S40,Li32164_S41,Li32165_S42,Li32166_S43,Li32167_S44,Li32168_S45,Li32169_S46,Li32170_S47,Li32171_S48,Li32172_S49,Li32173_S50,Li32174_S51,Li32175_S52,Li32176_S53,Li32177_S54,Li32178_S55,Li32179_S56,Li32180_S57,Li32181_S58,Li32182_S59,Li32183_S60,Li32184_S61,Li32185_S62,Li32186_S63,Li32187_S64,Li32188_S65,Li32189_S66,Li32190_S67,Li32191_S68,Li32192_S69,Li32193_S70,Li32194_S71,Li32195_S72,Li32196_S73,Li32197_S74,Li32198_S75,Li32199_S76,Li32200_S77,Li32201_S78,Li32202_S79,Li32203_S80,Li32204_S81,Li32205_S82,Li32206_S83,Li32207_S84
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081|t__SGB15081,0,0,0,0.29654,0.3394,0,0.03225,0.22979,0.04689,0,0,0,0.75302,0.48036,0.42898,0,0,0,0,0,0,0,0,0,0,0,0,0.10949,0.06213,0.0303,0,0,0,0,0,0,0,0.18193,0.11005,0.28952,0.09925,0,0,0,0,0,0,0,0,0,0,0,0,0.01979,0.10997,0.04453,0,0,0,0,0,0,0.03614,0.12716,0.10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42337,0.02763,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques|t__SGB4608,0,0,0,0.27477,0,0.32457,0.38001,0.36831,0.23824,2.38496,2.07109,2.88639,0.27155,0.05573,0.14438,1.99482,0.82717,3.99343,0.99831,0.14293,0.42401,0.4523,0.00224,0,1.70692,0.67077,0,0.00188,0.00138,0.13551,2.35859,2.76979,0.47192,0.20737,0.15933,0.68753,0.64125,0,0.00091,0.0027,0.00552,0.76663,2.7424,0.85136,1.80519,2.07557,2.65858,0.51797,0.48255,0.74808,0.1408,0.01183,0.0743,0.37262,0.34912,0.52639,0.27874,0.26709,0.22458,1.08434,1.55771,1.02808,0.0361,0.00504,0.25329,0.3708,0.25679,0.19729,2.37285,2.70169,1.41933,2.83317,0,0,0.22343,0.34532,0.30981,0,1.28411,0.19883,1.15372,0.93125,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium|t__SGB15225,0,0,0,0.26833,0.04168,0,0,0.05943,0.0428,0,0,0,0,0,0,0,0,0,0,0,0,0.00651,0.00769,0.00755,0,0,0,0.06438,0.06677,0.00859,0,0,0,0,0.01627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289,0,0,0,0,0,0,0,0,0,0.01003,0.0515,0.05905,0,0.05532,0.0436,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__SGB1871,0,0,0,0.26768,1.32372,1.70788,0.10086,0.16755,0.1012,0,0,0,0.92301,0.48479,1.55612,0.73228,1.06531,2.57166,0,0,0,0.08247,0.01085,0.08731,0,0,0,0.07707,0.37608,0.24972,0.82991,1.15953,0.00385,0.09993,0.16917,5.74958,14.26229,0.13221,0.01593,0.08003,0.09832,0.56173,0.08714,0.77128,0,0,0,0.34952,0.57363,3.34098,0.25699,2.79689,1.85194,0,0,0,0.25021,0.06326,0.01287,1.26218,0.03473,0.62077,0.01245,0.23697,0.12272,0,0,0,3.45181,1.3136,1.93299,0.17649,0.1546,1.31413,1.06844,0.43121,0,0,1.6064,0.71933,0.17046,0.0316,0.04093,0.12246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4669,0,0,0,0.22485,0.52171,0,0.06258,0.05051,0.05854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36772,0.19348,0.31116,0.02345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03796,0.06748,0.10991,0,0,0,0.03841,0.10295,0.11153,0.04745,0.0783,0.07486,0.54237,0.29818,0.51227,0.05262,0.31187,0.21308,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4585|s__GGB4585_SGB6340|t__SGB6340,0,0,0,0.22093,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55123,1.22839,0.09784,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15373|t__SGB15373,0,0,0,0.21986,0.22123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04382,0.00458,0.03411,0,0,0,0.41912,0.09654,0.38944,0,0.34014,0.66923,0.07625,0.16489,0,0,0.38842,0.36037,0.19191,0.1957,0.31093,0.31578,0.47465,0.04372,0.12933,0.02881,0.51754,0.29768,0.45982,0,0,0,0.19371,0.18249,0.29435,0.26974,0.32079,0.35233,0,0.37182,0.40402,0.0726,0.1022,0.09517,0.1774,0.05473,0.12111,0,0,0,0.05439,0.03226,0.07768,0.10498,0,0.46362,0.14501,0,0,0.84391,1.04519,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus|t__SGB4571,0,0,0,0.21861,0.03089,0.21694,0.09668,0.02054,0.02363,0.1575,0.26139,0.70366,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0.16365,0.19133,0.45916,0.07563,0.0422,0,0,0.04349,0.08417,0.018,0.08235,0,0,0,0,0.23078,0.38099,0.19193,0.07935,0.17583,0.18886,0.15089,0.24068,0.02018,0.01164,0.012,0.1143,0.10895,0.19579,0,0,0,0.09991,0.10015,0.09561,0.09032,0.00594,0.22775,0,0,0,0.01019,0.04276,0.08457,0.21249,0.07493,0,0,0.07265,1.55268,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15256|t__SGB15256,0,0,0,0.21572,0.01757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49869,0.07688,0.42232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza|t__SGB5075,0,0,0,0.20904,0.30539,0,0,0,0,0,0,0,0.47914,0.21948,0.57631,0.12694,0.51643,0.27194,0.0152,0.22714,0.05605,0,0.05412,0.2348,0,0,0,0,0,0.70732,0.85236,0,0,0.70766,1.54713,4.16286,2.88472,0.02225,0,0,0,0,0,0,0,0,0,0.24091,0.61882,0.5642,0.71624,0.00224,0.08872,0.40042,0.80704,0.75312,0.66275,0,0,0,0,0,0.01479,1.22113,1.32296,1.23388,1.56136,0.1182,3.52907,0.9163,0.73025,0.06391,0.2238,0,0,0,0.02262,0,0,0,0.229,0.11292,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__SGB1846,0,0,0,0.20896,0.16375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0646,0.90119,0.5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02723,0.03539,0.02854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05842,0.12971,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_timonensis|t__SGB14851,0,0,0,0.18537,0.60329,0,0.21161,0.26104,0.46717,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.01826,0.01723,0.09901,0.22792,0.02486,0.00331,0,0.36484,0.00798,0.01376,0.07835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526,0.05157,0,0,0,0,0.353,0.13596,0.02251,0,0,0,0.00055,0.01378,0.00184,0,0.03646,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0.08253,0.02704,0.0418,0.08068,0.00089,0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15244|t__SGB15244,0,0,0,0.16729,0.12748,0,0.41444,0.51074,0.40808,0,0.00029,0,0,0,0,0,0,0,0,0,0,1.06917,0.22263,0.54899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59524,1.08203,0.08175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08793,0.57514,0.13829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__SGB1934,0,0,0,0.1271,0.26184,0.01406,0.33523,0.53016,0.7606,0,0.00039,0,1.21193,1.36666,1.52111,0.27174,0.18874,0.23603,0.0187,0,0,0.87186,2.32873,0.93176,0.02057,0.01975,0.02289,0.06903,0.41103,0.43322,0,0,0,0.00971,0.37692,1.91718,1.9247,0.33115,0.03744,0.03856,0.04798,0,0,0,0,0.28377,0.24206,0.01849,0.12304,0.01294,0.05873,0.54942,0.72647,0.16734,0.27671,0.14947,1.22094,0.15578,0.10087,0,0,0,0,0.18554,0.02008,0,0,0,0,0,0,0,0,0,0.03102,0.03916,0.64544,0.95545,0.06546,0.05238,0.09602,0.01661,0.00481,0.0563
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum|t__SGB4810,0,0,0,0.11875,0.07549,0.15511,0,0,0,0,0,0,0,0,0,1.63233,0.84651,1.07183,0,0,0,0,0,0,0.10313,0.51838,0.12377,2.3179,0.05947,0.00136,0,0,0,0.02574,0.01491,0.00685,0.00045,0,0,0,0,0.08857,0.27129,0.05223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04305,0.0156,0.04946,2.31349,1.23072,5.41299,0,0,0,0,0,0,1.10616,1.20682,0.16845,0.34224,0,0,0.22165,0.14373,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4|t__SGB4644,0,0,0,0.11778,0,0.43584,0.00289,0.14285,0.21806,0,0,0,0,0,0,0,0,0,0.00748,0,0,0.07398,0.01062,0.34632,0,0,0,0.46136,0.17191,0.75827,0,0.208,0,0.08382,0,0,0,0.21578,0.32883,0.41283,0,0,0,0,0.05334,0,0.64033,0.23483,0.19903,0,0,0,0,0.0689,0.2852,0.36578,0.5136,0.6034,0.09823,0.17002,0.36584,0.03088,0.28864,0.70904,0.58272,0.63778,0.06895,1.02845,0,0,0,0,0,0,0.02551,0.63327,0.93085,0,0,0,0.28307,0.10142,0.24058,0.76717
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15374|t__SGB15374,0,0,0,0.11628,0.01096,0,0.37879,0.23751,0.49256,0,0,0,0,0,0,0,0,0,0.00538,0,0,1.57239,1.29929,0.90384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18424,0.19276,0.15853,0.24104,0,0,0,0.2581,0.24686,0.58531,0,0,0,0,0,0,0.55183,0.12728,0.54856,0.06653,0.1277,0.16691,0,0,0,0,0,0,0.90054,0.46363,1.34098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_fastidiosa|t__SGB15085,0,0,0,0.10911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae|t__SGB14807,0,0,0,0.10493,0.02653,0,0.0213,0.00468,0.02147,0.07709,0.05033,0.06343,0,0,0,0,0,0,0.42129,0.32619,0.92943,0.16468,0.01616,0.02952,0.17385,0.09969,0.08307,0.07238,0.11586,0,0.04084,0.02561,0.08225,0.01622,0.01134,0.05476,0.01102,0.07076,0.21365,0.06663,0.05832,0,0,0,0,0,0,0.18456,0.04778,0.09085,0.03037,0.01888,0.04337,0,0,0,0.05269,0.04194,0.21121,0.02802,0.0675,0.01459,0.00183,0.00536,0,0.00718,0.0054,0.05943,0,0,0,0.0268,0.07952,0.19817,0.00123,0,0.06045,0.03276,0.04782,0,0,0,0.05891,0.03941
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__SGB1941,0,0,0,0.10105,0.12982,0,0.63663,0.15529,0.14635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04458,0.01902,0.15671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15193,0.01436,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__SGB8003,0,0,0,0.10016,0,0,0,0,0,0,0,0,0.03298,0.03304,0.0151,0.00557,0.0143,0,0.00897,0,0.01486,0,0,0,0.00843,0,0,0,0,0,0,0,0.00217,0.00205,0,0,0,0,0,0.00133,0.00211,0.0985,0.07952,0.005,0,0,0,0.02403,0.02659,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635,0.00535,0,0,0.00574,0,0,0,0,0,0,0,0,0.00251,0,0.00299,0,0,0,0.1065,0.00842
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640|s__GGB9640_SGB15115|t__SGB15115,0,0,0,0.09852,0.05252,0,0,0.02889,0.0278,0,0,0,0,0,0,0,0,0,0.00022,0,0,0.02372,0.0291,0.04554,0,0,0,0.1126,0.03122,0,0,0,0,0,0,0,0,0.0246,0.09067,0.03689,0.03422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06143,0.08999,0.1555,0,0,0,0.10357,0.04796,0.02191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1497,0.15876
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291|g__GGB9522|s__GGB9522_SGB14921|t__SGB14921,0,0,0,0.09198,0.02353,0,0.02493,0.03528,0.03277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0.00107,0,0,0,0.03617,0.03217,0.03583,0,0,0,0.00737,0.01684,0,0,0.01653,0.0703,0.02212,0,0,0.0432,0.02373,0,0,0,0,0,0,0,0,0,0.01152,0.00937,0.0307,0.00921,0.01845,0.03805,0,0,0,0.01885,0.03506,0.02144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666,0.01062,0,0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9774|s__GGB9774_SGB15394|t__SGB15394,0,0,0,0.08715,0.15593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii|t__SGB6140,0,0,0,0.08662,0.09075,0,0.01497,0,0,0,0,0,0.03875,0.04665,0.05685,0.01441,0.01013,0.00605,0,0,0.01221,0,0,0.00378,0.01124,0,0,0,0,0.14073,0.00614,0.07806,0.00104,0,0,0,0,0.00774,0.02495,0.00292,0.00237,0.25856,0.14972,0.03542,0.01378,0.14419,0.11553,0.04243,0.04148,0.32398,0.1045,0.07867,0.40205,0,0,0,0.14041,0.10231,0.03212,0.00273,0.00143,0.00197,0.06773,0.0051,0.00498,0,0.00932,0.1154,0,0,0,0,0,0.00064,0,0.01814,0.00334,0,0.02825,0,0,0.00051,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9667|s__GGB9667_SGB15164|t__SGB15164,0,0,0,0.08321,0.00619,0,0.00509,0.0064,0.01268,0.02437,0.03935,0.02661,0,0,0,0,0,0,0.0818,0.02813,0.01244,0.00541,0.0135,0,0.02242,0.08814,0.03108,0.01346,0.01768,0.01943,0.04701,0.03241,0.01796,0.01176,0.01224,0.24683,0.09941,0.00912,0.00541,0.00278,0.00766,0,0,0,0,0.14989,0.00023,0,0,0,0.02783,0.02529,0.02491,0.0193,0.00148,0.00604,0,0,0,0,0,0,0,0.00206,0,0,0,0,0.09275,0.15535,0.06921,0.00373,0.02567,0.02184,0,0,0,0,0,0,0.01722,0.00619,0.02259,0.00443
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_CLA_AA_H215|t__SGB4777,0,0,0,0.07952,0.09979,0,0.00215,0,0,0,0,0,0,0,0,0.03889,0.03321,0.01271,0,0,0,0.01589,0.01267,0.03418,0.04701,0.04137,0.03051,0,0,0,0,0,0,0,0,0,0,0.01559,0.04233,0.04656,0,0.05832,0.06937,0.01408,0,0,0,0.07792,0.06776,0.09531,0,0,0,0.02645,0.03111,0.01767,0.0142,0.00698,0.08765,0,0,0,0.02069,0.06045,0.03709,0.00163,0.03157,0.01206,0,0,0,0,0,0,0.04579,0.05631,0,0,0,0,0.05145,0.05864,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_hominis|t__SGB15131,0,0,0,0.07695,0.00975,0,0.00601,0.01042,0.02462,0.05345,0.03471,0.01303,0,0,0,0,0,0,0.2435,0.08911,0.07692,0.00909,0,0,0.03456,0.34664,0.04354,0,0,0,0,0,0,0,0,0,0,0.03588,0.04058,0.00176,0,0.03742,0.02114,0.02793,0,0,0,0,0,0,0,0,0,0.00904,0,0.01836,0,0,0,0.02402,0.12995,0.03037,0,0.00879,0,0.00468,0.01006,0,0,0,0,0,0,0,0,0,0.00905,0.01782,0,0,0.01476,0.00161,0.03046,0.06074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__SGB4951,0,0,0,0.0729,0,0,0.00135,0.14302,0.16261,3.71477,6.13915,3.52085,1.13138,0.86677,2.23155,0,0,0.06087,0.01951,0,0.03701,0.02937,0,0,0,0,0,0.0001,0.03036,0.11803,0.5117,0.38093,0.08383,4.57046,0.53924,0,0,0.03378,0.03128,0.10075,0,0.50751,0.11811,0.06969,1.08517,0.50869,4.33616,0.54694,0.60844,0.16555,0.02745,0.56838,0.01517,0.26121,0.44573,0.1118,1.27506,0.97549,0.44585,1.91639,0.23376,0.22227,0.52173,0.69333,1.66294,1.54452,3.1306,0.08831,0,0,0,0.0837,0.55326,0.97508,0.01168,0.00692,0.80383,0.34433,0.00284,0,0.94567,0.05616,1.10689,0.16576
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9690|s__GGB9690_SGB15196|t__SGB15196,0,0,0,0.06775,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32129,0.10389,0.05156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453|s__GGB9453_SGB14844|t__SGB14844,0,0,0,0.0658,0.0437,0,0,0,0,0,0.00081,0,0.02931,0.01079,0.0172,0,0,0,1.90144,1.11275,0.64898,0.07888,0.15302,0.00501,0.03461,0.0234,0.01899,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.01639,0.06179,0.02628,0,0,0,0.20561,0.13914,0.32822,0.05201,0.03908,0.39352,0.01615,0.00298,0.00919,0,0.01398,0.01023,0,0,0,0.00186,0.01982,0.00694,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.02683,0,0,0,0.1792,0.04414
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__SGB17278,0,0,0,0.06295,0,0,0.22116,0.01335,0,0,0,0.0026,0,0.29591,0,0,0,0,0,1.101,0.02625,0,0.00438,0.05196,0,0,0,0,0,0.27833,0,0,0,0,0,0,0.20166,0.3992,0,0.08172,0.76218,0,0,0,0,0,0,0,0,0,0,0.0022,0.74575,0.89508,0.05205,0.27721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04273,0,0,0,0.08025,0,0,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855,0,0,0,0.05279,0.23822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25649,0.45557,0.00143,0,0,0.90054,0.79017,0,0,0,0,0.25614,0.36464,0.80605,0.34715,0.21688,0.03059,0.10022,0.26415,0.93262,0.20992,0.12834,0.7811,0,0,0,0,0.01303,0.02495,0.25725,0.08113,0.41279,0,0.00709,0.00634,0.19182,0.23966,0.0013,0,0,0,0.64037,0.20451,0.40136,0,0,1.7673,0.6595,0,0,0,0,0.01205,0.46659
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653|s__GGB2653_SGB3574|t__SGB3574,0,0,0,0.05237,0.01211,0,0.01172,0.01977,0.03268,0.08181,0.04982,0.05054,0,0,0,0,0.08737,0.08293,0.04379,0.04956,0.23535,0.03117,0.04674,0.01803,0.06355,0.04001,0.03069,0.02058,0.01628,0.01043,0.04297,0.02603,0.01868,0,0.02722,0.01834,0,0,0,0,0,0.02804,0.06891,0.03282,0.00625,0.06121,0.03861,0.03999,0.02176,0,0.0226,0.06347,0.04384,0.03195,0.00794,0.00903,0,0,0,0.05868,0.01067,0.13311,0,0.02568,0.01909,0,0.02092,0.0163,0.02442,0.04235,0.03149,0.00848,0,0.04362,0,0,0.01938,0.02991,0.06196,0,0.01948,0.09172,0.02507,0.00377
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962|t__SGB3962,0,0,0,0.04938,0.03666,0,0.01076,0.02085,0.00599,0,0,0,0,0,0,0,0.02069,0.02086,0.18638,0.12236,0.44292,0.03147,0.01423,0.01635,0.00374,0.00729,0.00385,0,0,0,0.00313,0.01041,0.05783,0,0,0,0,0.01046,0.00447,0.0003,0,0.0258,0.07713,0.02613,0,0.025,0.00129,0.02228,0.00714,0,0.12567,0.03425,0.19151,0.05191,0.00846,0.02635,0,0,0,0,0.00325,0,0,0.00158,0.00069,0,0,0,0,0,0,0.00193,0,0.04628,0,0,0,0,0.00844,0.00162,0.00854,0.02731,0.12814,0.02502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15317,0,0,0,0.04794,0.27575,0,0.00084,0.09161,0.01004,0,0,0,0,0,0,0,0,0,0.0013,0,0,0.02742,0.01398,0.09744,0.29813,0.16064,0.86781,0.33743,0.33659,0.19932,0,0.01058,0,0,0,0,0,0.29323,0.24876,0.24978,0,0.25301,0.12611,0.12912,0,0,0,0.42326,0.42027,0.52176,0.06352,0.31112,0.00387,0.0518,0.37741,0.0145,0.43519,0.4618,0.44188,0,0,0,0.27417,0.44185,0.46733,0.54692,0.21392,0.00808,0,0,0,0,0,0,1.18926,0.73826,1.35519,0.59154,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__SGB9262,0,0,0,0.04278,0.37241,0,0,0,0,0.70836,0.94166,1.3705,0,0,0,0.55801,0.3295,0.14617,0,0,0,0.05877,0.13998,0.10681,0,0,0.0513,0.0001,0.00406,0.0061,0.00252,0.02184,0,0.00253,0,0,0,0.01391,0.00222,0,0,0,0,0,0.02097,0.04319,0.00792,0,0,0,0,0.00056,0,0.00059,0.01135,0.00026,1.16186,0.26606,0.03521,0.10016,0.02666,0.08625,0,0.06276,0.01383,0.03729,0.01184,0,0.73644,0.3161,0.08885,0,0,0,0,0,0.49116,0.48553,0.0777,0,0.11316,0.10905,0.05544,0.09165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9590|s__GGB9590_SGB15012|t__SGB15012,0,0,0,0.04203,0,0,0,0.00486,0.06494,0,0,0,0,0,0,0,0,0,0,0,0,0.00844,0.00144,0.00905,0,0,0,0,0.00326,0,0,0,0,0,0,0,0,0.00348,0.04061,0.0607,0.02028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0.01282,0.0032,0,0,0,0.00358,0.07709,0.03325,0.00034,0.01081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
